234,its,=GOOGLETRANSLATE(B61; "en"; "uk")
232,dont,=GOOGLETRANSLATE(B62; "en"; "uk")
232,get,=GOOGLETRANSLATE(B63; "en"; "uk")
229,im,=GOOGLETRANSLATE(B64; "en"; "uk")
228,or,=GOOGLETRANSLATE(B65; "en"; "uk")
220,into,=GOOGLETRANSLATE(B66; "en"; "uk")
216,know,=GOOGLETRANSLATE(B67; "en"; "uk")
209,are,=GOOGLETRANSLATE(B68; "en"; "uk")
209,hed,=GOOGLETRANSLATE(B69; "en"; "uk")
209,time,=GOOGLETRANSLATE(B70; "en"; "uk")
206,going,=GOOGLETRANSLATE(B71; "en"; "uk")
206,after,=GOOGLETRANSLATE(B72; "en"; "uk")
204,them,=GOOGLETRANSLATE(B73; "en"; "uk")
203,down,=GOOGLETRANSLATE(B74; "en"; "uk")
197,shed,=GOOGLETRANSLATE(B75; "en"; "uk")
197,want,=GOOGLETRANSLATE(B76; "en"; "uk")
191,family,=GOOGLETRANSLATE(B77; "en"; "uk")
175,how,=GOOGLETRANSLATE(B78; "en"; "uk")
172,away,=GOOGLETRANSLATE(B79; "en"; "uk")
170,there,=GOOGLETRANSLATE(B80; "en"; "uk")
170,around,=GOOGLETRANSLATE(B81; "en"; "uk")
165,even,=GOOGLETRANSLATE(B82; "en"; "uk")
162,their,=GOOGLETRANSLATE(B83; "en"; "uk")
160,never,=GOOGLETRANSLATE(B84; "en"; "uk")
159,thought,=GOOGLETRANSLATE(B85; "en"; "uk")
158,hand,=GOOGLETRANSLATE(B86; "en"; "uk")
155,now,=GOOGLETRANSLATE(B87; "en"; "uk")
154,good,=GOOGLETRANSLATE(B88; "en"; "uk")
149,off,=GOOGLETRANSLATE(B89; "en"; "uk")
148,then,=GOOGLETRANSLATE(B90; "en"; "uk")
148,go,=GOOGLETRANSLATE(B91; "en"; "uk")
148,think,=GOOGLETRANSLATE(B92; "en"; "uk")
145,youre,=GOOGLETRANSLATE(B93; "en"; "uk")
143,can,=GOOGLETRANSLATE(B94; "en"; "uk")
142,made,=GOOGLETRANSLATE(B95; "en"; "uk")
140,did,=GOOGLETRANSLATE(B96; "en"; "uk")
139,brendan,=GOOGLETRANSLATE(B97; "en"; "uk")
139,wasnt,=GOOGLETRANSLATE(B98; "en"; "uk")
134,only,=GOOGLETRANSLATE(B99; "en"; "uk")
134,too,=GOOGLETRANSLATE(B100; "en"; "uk")
133,see,=GOOGLETRANSLATE(B101; "en"; "uk")
132,ill,=GOOGLETRANSLATE(B102; "en"; "uk")
131,head,=GOOGLETRANSLATE(B103; "en"; "uk")
130,by,=GOOGLETRANSLATE(B104; "en"; "uk")
129,because,=GOOGLETRANSLATE(B105; "en"; "uk")
127,here,=GOOGLETRANSLATE(B106; "en"; "uk")
126,liams,=GOOGLETRANSLATE(B107; "en"; "uk")
124,through,=GOOGLETRANSLATE(B108; "en"; "uk")
122,layla,=GOOGLETRANSLATE(B109; "en"; "uk")
121,face,=GOOGLETRANSLATE(B110; "en"; "uk")
121,got,=GOOGLETRANSLATE(B111; "en"; "uk")
120,more,=GOOGLETRANSLATE(B112; "en"; "uk")
120,way,=GOOGLETRANSLATE(B113; "en"; "uk")
119,wanted,=GOOGLETRANSLATE(B114; "en"; "uk")
117,couldnt,=GOOGLETRANSLATE(B115; "en"; "uk")
117,dad,=GOOGLETRANSLATE(B116; "en"; "uk")
115,again,=GOOGLETRANSLATE(B117; "en"; "uk")
113,took,=GOOGLETRANSLATE(B118; "en"; "uk")
113,man,=GOOGLETRANSLATE(B119; "en"; "uk")
113,something,=GOOGLETRANSLATE(B120; "en"; "uk")
113,hes,=GOOGLETRANSLATE(B121; "en"; "uk")
113,knew,=GOOGLETRANSLATE(B122; "en"; "uk")
113,make,=GOOGLETRANSLATE(B123; "en"; "uk")
112,still,=GOOGLETRANSLATE(B124; "en"; "uk")
112,before,=GOOGLETRANSLATE(B125; "en"; "uk")
111,take,=GOOGLETRANSLATE(B126; "en"; "uk")
111,new,=GOOGLETRANSLATE(B127; "en"; "uk")
110,why,=GOOGLETRANSLATE(B128; "en"; "uk")
109,daisys,=GOOGLETRANSLATE(B129; "en"; "uk")
109,work,=GOOGLETRANSLATE(B130; "en"; "uk")
108,our,=GOOGLETRANSLATE(B131; "en"; "uk")
108,thats,=GOOGLETRANSLATE(B132; "en"; "uk")
108,need,=GOOGLETRANSLATE(B133; "en"; "uk")
106,eyes,=GOOGLETRANSLATE(B134; "en"; "uk")
104,right,=GOOGLETRANSLATE(B135; "en"; "uk")
100,voice,=GOOGLETRANSLATE(B136; "en"; "uk")
99,two,=GOOGLETRANSLATE(B137; "en"; "uk")
98,cant,=GOOGLETRANSLATE(B138; "en"; "uk")
97,father,=GOOGLETRANSLATE(B139; "en"; "uk")
97,come,=GOOGLETRANSLATE(B140; "en"; "uk")
97,room,=GOOGLETRANSLATE(B141; "en"; "uk")
96,every,=GOOGLETRANSLATE(B142; "en"; "uk")
96,maybe,=GOOGLETRANSLATE(B143; "en"; "uk")
96,gave,=GOOGLETRANSLATE(B144; "en"; "uk")
95,will,=GOOGLETRANSLATE(B145; "en"; "uk")
94,pulled,=GOOGLETRANSLATE(B146; "en"; "uk")
92,together,=GOOGLETRANSLATE(B147; "en"; "uk")
91,years,=GOOGLETRANSLATE(B148; "en"; "uk")
89,auntie,=GOOGLETRANSLATE(B149; "en"; "uk")
87,lips,=GOOGLETRANSLATE(B150; "en"; "uk")
86,life,=GOOGLETRANSLATE(B151; "en"; "uk")
86,well,=GOOGLETRANSLATE(B152; "en"; "uk")
86,tyler,=GOOGLETRANSLATE(B153; "en"; "uk")
85,someone,=GOOGLETRANSLATE(B154; "en"; "uk")
85,ive,=GOOGLETRANSLATE(B155; "en"; "uk")
84,night,=GOOGLETRANSLATE(B156; "en"; "uk")
84,look,=GOOGLETRANSLATE(B157; "en"; "uk")
82,hair,=GOOGLETRANSLATE(B158; "en"; "uk")
82,against,=GOOGLETRANSLATE(B159; "en"; "uk")
82,told,=GOOGLETRANSLATE(B160; "en"; "uk")
82,max,=GOOGLETRANSLATE(B161; "en"; "uk")
82,door,=GOOGLETRANSLATE(B162; "en"; "uk")
82,let,=GOOGLETRANSLATE(B163; "en"; "uk")
82,long,=GOOGLETRANSLATE(B164; "en"; "uk")
81,other,=GOOGLETRANSLATE(B165; "en"; "uk")
80,where,=GOOGLETRANSLATE(B166; "en"; "uk")
80,any,=GOOGLETRANSLATE(B167; "en"; "uk")
80,looked,=GOOGLETRANSLATE(B168; "en"; "uk")
80,us,=GOOGLETRANSLATE(B169; "en"; "uk")
80,love,=GOOGLETRANSLATE(B170; "en"; "uk")
80,house,=GOOGLETRANSLATE(B171; "en"; "uk")
79,last,=GOOGLETRANSLATE(B172; "en"; "uk")
79,company,=GOOGLETRANSLATE(B173; "en"; "uk")
78,smile,=GOOGLETRANSLATE(B174; "en"; "uk")
78,wouldnt,=GOOGLETRANSLATE(B175; "en"; "uk")
78,tell,=GOOGLETRANSLATE(B176; "en"; "uk")
77,people,=GOOGLETRANSLATE(B177; "en"; "uk")
77,than,=GOOGLETRANSLATE(B178; "en"; "uk")
76,distillery,=GOOGLETRANSLATE(B179; "en"; "uk")
75,say,=GOOGLETRANSLATE(B180; "en"; "uk")
75,always,=GOOGLETRANSLATE(B181; "en"; "uk")
75,some,=GOOGLETRANSLATE(B182; "en"; "uk")
75,real,=GOOGLETRANSLATE(B183; "en"; "uk")
75,hands,=GOOGLETRANSLATE(B184; "en"; "uk")
74,plan,=GOOGLETRANSLATE(B185; "en"; "uk")
73,put,=GOOGLETRANSLATE(B186; "en"; "uk")
73,hadnt,=GOOGLETRANSLATE(B187; "en"; "uk")
73,chest,=GOOGLETRANSLATE(B188; "en"; "uk")
73,left,=GOOGLETRANSLATE(B189; "en"; "uk")
73,first,=GOOGLETRANSLATE(B190; "en"; "uk")
72,heart,=GOOGLETRANSLATE(B191; "en"; "uk")
72,few,=GOOGLETRANSLATE(B192; "en"; "uk")
72,day,=GOOGLETRANSLATE(B193; "en"; "uk")
71,breath,=GOOGLETRANSLATE(B194; "en"; "uk")
71,things,=GOOGLETRANSLATE(B195; "en"; "uk")
70,fake,=GOOGLETRANSLATE(B196; "en"; "uk")
70,much,=GOOGLETRANSLATE(B197; "en"; "uk")
70,asked,=GOOGLETRANSLATE(B198; "en"; "uk")
69,mouth,=GOOGLETRANSLATE(B199; "en"; "uk")
69,turned,=GOOGLETRANSLATE(B200; "en"; "uk")
68,home,=GOOGLETRANSLATE(B201; "en"; "uk")
68,date,=GOOGLETRANSLATE(B202; "en"; "uk")
68,arms,=GOOGLETRANSLATE(B203; "en"; "uk")
67,help,=GOOGLETRANSLATE(B204; "en"; "uk")
65,should,=GOOGLETRANSLATE(B205; "en"; "uk")
64,phone,=GOOGLETRANSLATE(B206; "en"; "uk")
64,very,=GOOGLETRANSLATE(B207; "en"; "uk")
64,sanjay,=GOOGLETRANSLATE(B208; "en"; "uk")
64,another,=GOOGLETRANSLATE(B209; "en"; "uk")
63,came,=GOOGLETRANSLATE(B210; "en"; "uk")
63,has,=GOOGLETRANSLATE(B211; "en"; "uk")
63,woman,=GOOGLETRANSLATE(B212; "en"; "uk")
61,find,=GOOGLETRANSLATE(B213; "en"; "uk")
61,hard,=GOOGLETRANSLATE(B214; "en"; "uk")
60,old,=GOOGLETRANSLATE(B215; "en"; "uk")
60,felt,=GOOGLETRANSLATE(B216; "en"; "uk")
60,feel,=GOOGLETRANSLATE(B217; "en"; "uk")
60,josh,=GOOGLETRANSLATE(B218; "en"; "uk")
59,without,=GOOGLETRANSLATE(B219; "en"; "uk")
58,until,=GOOGLETRANSLATE(B220; "en"; "uk")
58,body,=GOOGLETRANSLATE(B221; "en"; "uk")
58,trying,=GOOGLETRANSLATE(B222; "en"; "uk")
58,ever,=GOOGLETRANSLATE(B223; "en"; "uk")
58,side,=GOOGLETRANSLATE(B224; "en"; "uk")
58,walked,=GOOGLETRANSLATE(B225; "en"; "uk")
57,front,=GOOGLETRANSLATE(B226; "en"; "uk")
57,pitch,=GOOGLETRANSLATE(B227; "en"; "uk")
57,doesnt,=GOOGLETRANSLATE(B228; "en"; "uk")
56,little,=GOOGLETRANSLATE(B229; "en"; "uk")
56,kind,=GOOGLETRANSLATE(B230; "en"; "uk")
56,anything,=GOOGLETRANSLATE(B231; "en"; "uk")
56,mia,=GOOGLETRANSLATE(B232; "en"; "uk")
56,jaxon,=GOOGLETRANSLATE(B233; "en"; "uk")
56,between,=GOOGLETRANSLATE(B234; "en"; "uk")
56,meet,=GOOGLETRANSLATE(B235; "en"; "uk")
55,murphy,=GOOGLETRANSLATE(B236; "en"; "uk")
55,office,=GOOGLETRANSLATE(B237; "en"; "uk")
55,everything,=GOOGLETRANSLATE(B238; "en"; "uk")
55,needed,=GOOGLETRANSLATE(B239; "en"; "uk")
55,same,=GOOGLETRANSLATE(B240; "en"; "uk")
54,really,=GOOGLETRANSLATE(B241; "en"; "uk")
54,since,=GOOGLETRANSLATE(B242; "en"; "uk")
54,id,=GOOGLETRANSLATE(B243; "en"; "uk")
54,business,=GOOGLETRANSLATE(B244; "en"; "uk")
53,doing,=GOOGLETRANSLATE(B245; "en"; "uk")
53,behind,=GOOGLETRANSLATE(B246; "en"; "uk")
53,name,=GOOGLETRANSLATE(B247; "en"; "uk")
53,theyd,=GOOGLETRANSLATE(B248; "en"; "uk")
53,might,=GOOGLETRANSLATE(B249; "en"; "uk")
52,kiss,=GOOGLETRANSLATE(B250; "en"; "uk")
52,keep,=GOOGLETRANSLATE(B251; "en"; "uk")
52,found,=GOOGLETRANSLATE(B252; "en"; "uk")
52,aunties,=GOOGLETRANSLATE(B253; "en"; "uk")
51,being,=GOOGLETRANSLATE(B254; "en"; "uk")
50,mehar,=GOOGLETRANSLATE(B255; "en"; "uk")
50,inside,=GOOGLETRANSLATE(B256; "en"; "uk")
50,many,=GOOGLETRANSLATE(B257; "en"; "uk")
49,enough,=GOOGLETRANSLATE(B258; "en"; "uk")
49,arm,=GOOGLETRANSLATE(B259; "en"; "uk")
49,motorcycle,=GOOGLETRANSLATE(B260; "en"; "uk")
49,priya,=GOOGLETRANSLATE(B261; "en"; "uk")
49,once,=GOOGLETRANSLATE(B262; "en"; "uk")
49,shes,=GOOGLETRANSLATE(B263; "en"; "uk")
49,best,=GOOGLETRANSLATE(B264; "en"; "uk")
49,almost,=GOOGLETRANSLATE(B265; "en"; "uk")
49,moment,=GOOGLETRANSLATE(B266; "en"; "uk")
48,wrong,=GOOGLETRANSLATE(B267; "en"; "uk")
48,give,=GOOGLETRANSLATE(B268; "en"; "uk")
48,loved,=GOOGLETRANSLATE(B269; "en"; "uk")
48,while,=GOOGLETRANSLATE(B270; "en"; "uk")
48,sure,=GOOGLETRANSLATE(B271; "en"; "uk")
48,leave,=GOOGLETRANSLATE(B272; "en"; "uk")
47,wedding,=GOOGLETRANSLATE(B273; "en"; "uk")
47,three,=GOOGLETRANSLATE(B274; "en"; "uk")
47,yes,=GOOGLETRANSLATE(B275; "en"; "uk")
47,held,=GOOGLETRANSLATE(B276; "en"; "uk")
47,game,=GOOGLETRANSLATE(B277; "en"; "uk")
47,next,=GOOGLETRANSLATE(B278; "en"; "uk")
46,james,=GOOGLETRANSLATE(B279; "en"; "uk")
46,part,=GOOGLETRANSLATE(B280; "en"; "uk")
46,nothing,=GOOGLETRANSLATE(B281; "en"; "uk")
45,herself,=GOOGLETRANSLATE(B282; "en"; "uk")
45,big,=GOOGLETRANSLATE(B283; "en"; "uk")
45,own,=GOOGLETRANSLATE(B284; "en"; "uk")
45,done,=GOOGLETRANSLATE(B285; "en"; "uk")
45,floor,=GOOGLETRANSLATE(B286; "en"; "uk")
45,words,=GOOGLETRANSLATE(B287; "en"; "uk")
45,hot,=GOOGLETRANSLATE(B288; "en"; "uk")
45,called,=GOOGLETRANSLATE(B289; "en"; "uk")
45,shook,=GOOGLETRANSLATE(B290; "en"; "uk")
44,marriage,=GOOGLETRANSLATE(B291; "en"; "uk")
44,care,=GOOGLETRANSLATE(B292; "en"; "uk")
44,engaged,=GOOGLETRANSLATE(B293; "en"; "uk")
44,alone,=GOOGLETRANSLATE(B294; "en"; "uk")
44,patel,=GOOGLETRANSLATE(B295; "en"; "uk")
44,seen,=GOOGLETRANSLATE(B296; "en"; "uk")
44,food,=GOOGLETRANSLATE(B297; "en"; "uk")
44,across,=GOOGLETRANSLATE(B298; "en"; "uk")
44,wont,=GOOGLETRANSLATE(B299; "en"; "uk")
44,ten,=GOOGLETRANSLATE(B300; "en"; "uk")
43,whats,=GOOGLETRANSLATE(B301; "en"; "uk")
43,sword,=GOOGLETRANSLATE(B302; "en"; "uk")
43,looking,=GOOGLETRANSLATE(B303; "en"; "uk")
43,relationship,=GOOGLETRANSLATE(B304; "en"; "uk")
43,thing,=GOOGLETRANSLATE(B305; "en"; "uk")
43,gone,=GOOGLETRANSLATE(B306; "en"; "uk")
42,beside,=GOOGLETRANSLATE(B307; "en"; "uk")
42,salena,=GOOGLETRANSLATE(B308; "en"; "uk")
42,end,=GOOGLETRANSLATE(B309; "en"; "uk")
42,better,=GOOGLETRANSLATE(B310; "en"; "uk")
41,friend,=GOOGLETRANSLATE(B311; "en"; "uk")
41,bed,=GOOGLETRANSLATE(B312; "en"; "uk")
41,bad,=GOOGLETRANSLATE(B313; "en"; "uk")
41,call,=GOOGLETRANSLATE(B314; "en"; "uk")
41,perfect,=GOOGLETRANSLATE(B315; "en"; "uk")
41,seat,=GOOGLETRANSLATE(B316; "en"; "uk")
41,happened,=GOOGLETRANSLATE(B317; "en"; "uk")
41,rainey,=GOOGLETRANSLATE(B318; "en"; "uk")
40,sex,=GOOGLETRANSLATE(B319; "en"; "uk")
40,saw,=GOOGLETRANSLATE(B320; "en"; "uk")
40,most,=GOOGLETRANSLATE(B321; "en"; "uk")
40,minutes,=GOOGLETRANSLATE(B322; "en"; "uk")
40,prom,=GOOGLETRANSLATE(B323; "en"; "uk")
40,went,=GOOGLETRANSLATE(B324; "en"; "uk")
40,pushed,=GOOGLETRANSLATE(B325; "en"; "uk")
39,heard,=GOOGLETRANSLATE(B326; "en"; "uk")
39,everyone,=GOOGLETRANSLATE(B327; "en"; "uk")
39,met,=GOOGLETRANSLATE(B328; "en"; "uk")
39,bike,=GOOGLETRANSLATE(B329; "en"; "uk")
39,each,=GOOGLETRANSLATE(B330; "en"; "uk")
39,high,=GOOGLETRANSLATE(B331; "en"; "uk")
39,dropped,=GOOGLETRANSLATE(B332; "en"; "uk")
39,second,=GOOGLETRANSLATE(B333; "en"; "uk")
39,am,=GOOGLETRANSLATE(B334; "en"; "uk")
39,orson,=GOOGLETRANSLATE(B335; "en"; "uk")
39,under,=GOOGLETRANSLATE(B336; "en"; "uk")
38,getting,=GOOGLETRANSLATE(B337; "en"; "uk")
38,joe,=GOOGLETRANSLATE(B338; "en"; "uk")
38,leaned,=GOOGLETRANSLATE(B339; "en"; "uk")
38,school,=GOOGLETRANSLATE(B340; "en"; "uk")
38,mr,=GOOGLETRANSLATE(B341; "en"; "uk")
38,tried,=GOOGLETRANSLATE(B342; "en"; "uk")
37,isnt,=GOOGLETRANSLATE(B343; "en"; "uk")
37,soft,=GOOGLETRANSLATE(B344; "en"; "uk")
37,shoulder,=GOOGLETRANSLATE(B345; "en"; "uk")
37,organicare,=GOOGLETRANSLATE(B346; "en"; "uk")
37,brought,=GOOGLETRANSLATE(B347; "en"; "uk")
37,show,=GOOGLETRANSLATE(B348; "en"; "uk")
37,stop,=GOOGLETRANSLATE(B349; "en"; "uk")
36,bar,=GOOGLETRANSLATE(B350; "en"; "uk")
36,dark,=GOOGLETRANSLATE(B351; "en"; "uk")
36,married,=GOOGLETRANSLATE(B352; "en"; "uk")
36,offered,=GOOGLETRANSLATE(B353; "en"; "uk")
35,boy,=GOOGLETRANSLATE(B354; "en"; "uk")
35,talk,=GOOGLETRANSLATE(B355; "en"; "uk")
35,talking,=GOOGLETRANSLATE(B356; "en"; "uk")
35,believe,=GOOGLETRANSLATE(B357; "en"; "uk")
35,place,=GOOGLETRANSLATE(B358; "en"; "uk")
35,okay,=GOOGLETRANSLATE(B359; "en"; "uk")
35,happy,=GOOGLETRANSLATE(B360; "en"; "uk")
35,himself,=GOOGLETRANSLATE(B361; "en"; "uk")
35,finally,=GOOGLETRANSLATE(B362; "en"; "uk")
34,also,=GOOGLETRANSLATE(B363; "en"; "uk")
34,move,=GOOGLETRANSLATE(B364; "en"; "uk")
34,run,=GOOGLETRANSLATE(B365; "en"; "uk")
34,throat,=GOOGLETRANSLATE(B366; "en"; "uk")
34,anyone,=GOOGLETRANSLATE(B367; "en"; "uk")
34,youd,=GOOGLETRANSLATE(B368; "en"; "uk")
34,leather,=GOOGLETRANSLATE(B369; "en"; "uk")
34,open,=GOOGLETRANSLATE(B370; "en"; "uk")
34,mind,=GOOGLETRANSLATE(B371; "en"; "uk")
34,lifted,=GOOGLETRANSLATE(B372; "en"; "uk")
34,friends,=GOOGLETRANSLATE(B373; "en"; "uk")
34,youve,=GOOGLETRANSLATE(B374; "en"; "uk")
34,guy,=GOOGLETRANSLATE(B375; "en"; "uk")
34,chapter,=GOOGLETRANSLATE(B376; "en"; "uk")
34,course,=GOOGLETRANSLATE(B377; "en"; "uk")
34,gaze,=GOOGLETRANSLATE(B378; "en"; "uk")
34,instead,=GOOGLETRANSLATE(B379; "en"; "uk")
34,try,=GOOGLETRANSLATE(B380; "en"; "uk")
33,car,=GOOGLETRANSLATE(B381; "en"; "uk")
33,morning,=GOOGLETRANSLATE(B382; "en"; "uk")
33,mother,=GOOGLETRANSLATE(B383; "en"; "uk")
33,hamish,=GOOGLETRANSLATE(B384; "en"; "uk")
33,five,=GOOGLETRANSLATE(B385; "en"; "uk")
33,brother,=GOOGLETRANSLATE(B386; "en"; "uk")
33,skin,=GOOGLETRANSLATE(B387; "en"; "uk")
33,past,=GOOGLETRANSLATE(B388; "en"; "uk")
33,world,=GOOGLETRANSLATE(B389; "en"; "uk")
33,shark,=GOOGLETRANSLATE(B390; "en"; "uk")
33,thick,=GOOGLETRANSLATE(B391; "en"; "uk")
33,taking,=GOOGLETRANSLATE(B392; "en"; "uk")
32,table,=GOOGLETRANSLATE(B393; "en"; "uk")
32,already,=GOOGLETRANSLATE(B394; "en"; "uk")
32,ago,=GOOGLETRANSLATE(B395; "en"; "uk")
32,blue,=GOOGLETRANSLATE(B396; "en"; "uk")
32,bring,=GOOGLETRANSLATE(B397; "en"; "uk")
32,girl,=GOOGLETRANSLATE(B398; "en"; "uk")
32,mom,=GOOGLETRANSLATE(B399; "en"; "uk")
32,full,=GOOGLETRANSLATE(B400; "en"; "uk")
32,making,=GOOGLETRANSLATE(B401; "en"; "uk")
32,youll,=GOOGLETRANSLATE(B402; "en"; "uk")
32,hear,=GOOGLETRANSLATE(B403; "en"; "uk")
32,laughed,=GOOGLETRANSLATE(B404; "en"; "uk")
32,top,=GOOGLETRANSLATE(B405; "en"; "uk")
31,idea,=GOOGLETRANSLATE(B406; "en"; "uk")
31,days,=GOOGLETRANSLATE(B407; "en"; "uk")
31,york,=GOOGLETRANSLATE(B408; "en"; "uk")
31,grabbed,=GOOGLETRANSLATE(B409; "en"; "uk")
31,dance,=GOOGLETRANSLATE(B410; "en"; "uk")
31,ride,=GOOGLETRANSLATE(B411; "en"; "uk")
31,meant,=GOOGLETRANSLATE(B412; "en"; "uk")
31,close,=GOOGLETRANSLATE(B413; "en"; "uk")
31,zoe,=GOOGLETRANSLATE(B414; "en"; "uk")
31,although,=GOOGLETRANSLATE(B415; "en"; "uk")
31,chair,=GOOGLETRANSLATE(B416; "en"; "uk")
31,marry,=GOOGLETRANSLATE(B417; "en"; "uk")
31,lauren,=GOOGLETRANSLATE(B418; "en"; "uk")
31,quickly,=GOOGLETRANSLATE(B419; "en"; "uk")
31,eat,=GOOGLETRANSLATE(B420; "en"; "uk")
31,glass,=GOOGLETRANSLATE(B421; "en"; "uk")
31,laugh,=GOOGLETRANSLATE(B422; "en"; "uk")
30,chance,=GOOGLETRANSLATE(B423; "en"; "uk")
30,bit,=GOOGLETRANSLATE(B424; "en"; "uk")
30,deep,=GOOGLETRANSLATE(B425; "en"; "uk")
30,ask,=GOOGLETRANSLATE(B426; "en"; "uk")
30,conference,=GOOGLETRANSLATE(B427; "en"; "uk")
30,shirt,=GOOGLETRANSLATE(B428; "en"; "uk")
30,imagine,=GOOGLETRANSLATE(B429; "en"; "uk")
30,tongue,=GOOGLETRANSLATE(B430; "en"; "uk")
30,relatives,=GOOGLETRANSLATE(B431; "en"; "uk")
30,thinking,=GOOGLETRANSLATE(B432; "en"; "uk")
30,handed,=GOOGLETRANSLATE(B433; "en"; "uk")
30,touch,=GOOGLETRANSLATE(B434; "en"; "uk")
30,waiting,=GOOGLETRANSLATE(B435; "en"; "uk")
30,hell,=GOOGLETRANSLATE(B436; "en"; "uk")
30,rules,=GOOGLETRANSLATE(B437; "en"; "uk")
30,neck,=GOOGLETRANSLATE(B438; "en"; "uk")
30,least,=GOOGLETRANSLATE(B439; "en"; "uk")
30,spent,=GOOGLETRANSLATE(B440; "en"; "uk")
30,stay,=GOOGLETRANSLATE(B441; "en"; "uk")
30,half,=GOOGLETRANSLATE(B442; "en"; "uk")
29,favorite,=GOOGLETRANSLATE(B443; "en"; "uk")
29,coming,=GOOGLETRANSLATE(B444; "en"; "uk")
29,coffee,=GOOGLETRANSLATE(B445; "en"; "uk")
29,dating,=GOOGLETRANSLATE(B446; "en"; "uk")
29,myself,=GOOGLETRANSLATE(B447; "en"; "uk")
29,legs,=GOOGLETRANSLATE(B448; "en"; "uk")
29,drink,=GOOGLETRANSLATE(B449; "en"; "uk")
29,those,=GOOGLETRANSLATE(B450; "en"; "uk")
29,small,=GOOGLETRANSLATE(B451; "en"; "uk")
29,sighed,=GOOGLETRANSLATE(B452; "en"; "uk")
29,closed,=GOOGLETRANSLATE(B453; "en"; "uk")
29,hurt,=GOOGLETRANSLATE(B454; "en"; "uk")
29,roshan,=GOOGLETRANSLATE(B455; "en"; "uk")
29,year,=GOOGLETRANSLATE(B456; "en"; "uk")
